Facility_ID,Hospital_Name,Detailed_Region,Region,Procedure,Year_of_Hospital_Discharge,Number_of_Cases,Number_of_Deaths,Observed_Mortality_Rate,Expected_Mortality_Rate,Risk_Adjusted_Mortality_Rate,Lower_Limit_of_Confidence_Interval,Upper_Limit_of_Confidence_Interval,Comparison_Results,Start_Year,End_Year,Mid_Year,Comparison_Results_Category,Is_Higher_Than_Expected_Mortality,Is_Lower_Than_Expected_Mortality,Is_As_Expected_Mortality,Observed_vs_Expected_Difference,Observed_vs_RiskAdjusted_Difference
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Non-Emergency PCI,2010,15,0,0.0,0.26,0.0,0.0,47.83,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.26,0.0
0,NYS - All Hospitals,New York State,New York State,Emergency PCI,2009-2011,22097,667,3.02,3.02,3.02,,,Statewide Rate,2009,2011,2010,Statewide Rate,False,False,False,0.0,0.0
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,All PCI,2010,469,1,0.21,0.83,0.22,0.0,1.2,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.62,-0.010000000000000009
829,Ellis Hospital,Capital District,Capital District,Non-Emergency PCI,2013,315,1,0.32,0.51,0.46,0.01,2.55,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.19,-0.14
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,580,5,0.86,1.03,0.84,0.27,1.96,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.17000000000000004,0.020000000000000018
1,Albany Med. Ctr,Capital District,Capital District,Valve or Valve/CABG,2011-2013,623,16,2.57,3.42,2.59,1.48,4.21,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.8500000000000001,-0.020000000000000018
1,Albany Medical Center,Capital District,Capital District,Valve or Valve/CABG,2008-2010,443,18,4.06,4.1,4.55,2.7,7.2,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,-0.040000000000000036,-0.4900000000000002
135,Champ.Valley Phys Hosp,Capital District,Capital District,Emergency PCI,2008-2010,335,5,1.49,2.88,1.64,0.53,3.83,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,-1.39,-0.1499999999999999
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2012,196,3,1.53,0.57,1.73,0.35,5.06,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,0.9600000000000001,-0.19999999999999996
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2010,1120,7,0.63,0.9,0.59,0.23,1.21,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.27,0.040000000000000036
598,St. Elizabeth Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2010-2012,351,20,5.7,3.74,5.7,3.48,8.81,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,1.96,0.0
630,St. Josephs Hospital,Central NY,Central NY,All PCI,2012,2015,15,0.74,0.88,0.85,0.47,1.4,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.14,-0.10999999999999999
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2012-2014,225,3,1.33,2.01,1.95,0.39,5.7,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,-0.6799999999999997,-0.6199999999999999
0,NYS - All Hospitals,New York State,New York State,Valve or Valve/CABG,2008-2010,22233,1021,4.59,4.59,4.59,,,Statewide Rate,2008,2010,2009,Statewide Rate,False,False,False,0.0,0.0
746,M I Bassett Hospital,Capital District,Capital District,CABG,2012,81,1,1.23,1.58,1.14,0.01,6.34,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.3500000000000001,0.09000000000000008
135,Champ.Valley Phys Hosp,Capital District,Capital District,Valve or Valve/CABG,2011-2013,75,3,4.0,1.56,8.83,1.78,25.81,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,2.44,-4.83
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,288,4,1.39,1.18,1.46,0.39,3.73,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.20999999999999996,-0.07000000000000006
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2010,200,2,1.0,1.74,0.91,0.1,3.28,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.74,0.08999999999999997
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2011-2013,613,8,1.31,1.9,1.93,0.83,3.81,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.5899999999999999,-0.6199999999999999
599,Faxton - St. Lukes,Central NY,Central NY,Emergency PCI,2011-2013,143,8,5.59,2.83,5.56,2.39,10.96,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,2.76,0.03000000000000025
630,St. Josephs Hospital,Central NY,Central NY,Valve or Valve/CABG,2011-2013,1104,26,2.36,3.95,2.06,1.34,3.01,Rate significantly lower than Statewide Rate,2011,2013,2012,Rate significantly lower than Statewide Rate,False,False,False,-1.5900000000000003,0.2999999999999998
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,225,2,0.89,1.78,1.4,0.16,5.07,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.89,-0.5099999999999999
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2017,192,5,2.6,1.19,1.7,0.55,3.98,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,1.4100000000000001,0.9000000000000001
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2017,292,4,1.37,1.19,0.9,0.24,2.31,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.18000000000000016,0.4700000000000001
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2017,1150,14,1.22,1.0,0.95,0.52,1.6,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.21999999999999997,0.27
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2008-2010,1398,60,4.29,5.08,3.88,2.96,4.99,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,-0.79,0.41000000000000014
925,Good Sam - West Islip,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,663,4,0.6,0.54,1.09,0.29,2.79,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.05999999999999994,-0.4900000000000001
630,St. Josephs Hospital,Central NY,Central NY,All PCI,2013,2073,23,1.11,1.28,0.99,0.63,1.48,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.16999999999999993,0.1200000000000001
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2010,366,11,3.01,1.2,3.97,1.98,7.1,Rate significantly higher than Statewide Rate,2010,2010,2010,Rate significantly higher than Statewide Rate,False,False,False,1.8099999999999998,-0.9600000000000004
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,1347,24,1.78,1.35,1.32,0.85,1.97,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,0.42999999999999994,0.45999999999999996
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,388,10,2.58,3.23,2.21,1.06,4.06,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,-0.6499999999999999,0.3700000000000001
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2012-2014,440,19,4.32,3.86,3.55,2.14,5.54,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.4600000000000004,0.7700000000000005
58,UHS - Wilson Med Ctr,Central NY,Central NY,CABG,2010,205,3,1.46,1.64,1.41,0.28,4.12,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.17999999999999994,0.050000000000000044
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,All PCI,2013,307,10,3.26,1.27,2.93,1.4,5.38,Rate significantly higher than Statewide Rate,2013,2013,2013,Rate significantly higher than Statewide Rate,False,False,False,1.9899999999999998,0.3299999999999996
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2013,512,3,0.59,0.95,0.71,0.14,2.06,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.36,-0.12
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,All PCI,2010,19,0,0.0,1.2,0.0,0.0,13.54,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-1.2,0.0
635,Univ. Hosp-Upstate,Central NY,Central NY,Valve or Valve/CABG,2011-2013,211,6,2.84,3.12,3.15,1.15,6.85,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.28000000000000025,-0.31000000000000005
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2010,705,2,0.28,0.46,0.31,0.04,1.13,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.18,-0.02999999999999997
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,1122,10,0.89,0.83,0.7,0.33,1.29,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.06000000000000005,0.19000000000000006
635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2017,158,7,4.43,1.05,3.29,1.32,6.77,Rate significantly higher than Statewide Rate,2017,2017,2017,Rate significantly higher than Statewide Rate,False,False,False,3.38,1.1399999999999997
5,St. Peters Hospital,Capital District,Capital District,CABG,2011,284,3,1.06,1.07,1.23,0.25,3.58,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.010000000000000009,-0.16999999999999993
1,Albany Medical Center,Capital District,Capital District,Non-Emergency PCI,2010,1003,6,0.6,0.31,0.97,0.36,2.12,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.29,-0.37
5,St. Peters Hospital,Capital District,Capital District,Non-Emergency PCI,2011,571,5,0.88,0.62,0.92,0.3,2.15,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.26,-0.040000000000000036
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,471,12,2.55,2.45,3.14,1.62,5.49,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,0.09999999999999964,-0.5900000000000003
630,St. Josephs Hospital,Central NY,Central NY,Non-Emergency PCI,2011,1843,13,0.71,0.65,0.71,0.38,1.21,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.05999999999999994,0.0
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,527,19,3.61,3.96,2.75,1.65,4.29,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,-0.3500000000000001,0.8599999999999999
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2013,653,7,1.07,0.62,1.28,0.51,2.63,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.45000000000000007,-0.20999999999999996
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,CABG,2013,22,0,0.0,1.49,0.0,0.0,20.62,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-1.49,0.0
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2011-2013,1025,55,5.37,3.77,4.91,3.7,6.39,Rate significantly higher than Statewide Rate,2011,2013,2012,Rate significantly higher than Statewide Rate,False,False,False,1.6,0.45999999999999996
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,248,8,3.23,1.82,4.89,2.11,9.64,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,1.41,-1.6599999999999997
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,239,7,2.93,2.23,3.68,1.48,7.59,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,0.7000000000000002,-0.75
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2010-2012,188,5,2.66,3.4,2.16,0.7,5.05,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,-0.7399999999999998,0.5
636,Crouse Hospital,Central NY,Central NY,Non-Emergency PCI,2012,205,2,0.98,0.56,1.12,0.13,4.03,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,0.41999999999999993,-0.14000000000000012
829,Ellis Hospital,Capital District,Capital District,Valve or Valve/CABG,2011-2013,299,14,4.68,3.07,5.27,2.88,8.84,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,1.6099999999999999,-0.5899999999999999
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2010-2012,458,12,2.62,2.76,2.62,1.35,4.59,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,-0.13999999999999968,0.0
925,Good Sam - West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,259,7,2.7,2.18,3.75,1.5,7.72,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,0.52,-1.0499999999999998
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2009-2011,341,11,3.23,2.36,4.13,2.06,7.39,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,0.8700000000000001,-0.8999999999999999
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2010-2012,542,14,2.58,2.86,3.38,1.85,5.68,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,-0.2799999999999998,-0.7999999999999998
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2009-2011,123,9,7.32,2.67,11.56,5.28,21.95,Rate significantly higher than Statewide Rate,2009,2011,2010,Rate significantly higher than Statewide Rate,False,False,False,4.65,-4.24
0,NYS - All Hospitals,New York State,New York State,All PCI,2012,47045,471,1.0,1.0,1.0,,,Statewide Rate,2012,2012,2012,Statewide Rate,False,False,False,0.0,0.0
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2017,818,7,0.86,1.09,0.62,0.25,1.27,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.2300000000000001,0.24
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2011,643,5,0.78,0.85,0.88,0.28,2.06,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.06999999999999995,-0.09999999999999998
829,Ellis Hospital,Capital District,Capital District,All PCI,2011,509,5,0.98,0.9,1.06,0.34,2.46,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.07999999999999996,-0.08000000000000007
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2011,1307,9,0.69,0.71,0.63,0.29,1.2,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.020000000000000018,0.05999999999999994
635,Univ. Hosp-Upstate,Central NY,Central NY,All PCI,2012,260,8,3.08,2.13,1.44,0.62,2.84,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,0.9500000000000002,1.6400000000000001
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2012,190,1,0.53,1.54,0.5,0.01,2.78,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-1.01,0.030000000000000027
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,723,8,1.11,1.27,1.08,0.47,2.13,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.15999999999999992,0.030000000000000027
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2017,268,5,1.87,0.96,1.51,0.49,3.53,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.9100000000000001,0.3600000000000001
829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2011-2013,526,9,1.71,2.1,2.29,1.05,4.35,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.3900000000000001,-0.5800000000000001
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2012-2014,704,13,1.85,4.67,1.16,0.62,1.99,Rate significantly lower than Statewide Rate,2012,2014,2013,Rate significantly lower than Statewide Rate,False,False,False,-2.82,0.6900000000000002
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2013,2289,18,0.79,1.1,0.82,0.48,1.29,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.31000000000000005,-0.029999999999999916
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2017,440,4,0.91,0.77,0.93,0.25,2.37,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.14,-0.020000000000000018
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,187,3,1.6,2.42,1.86,0.37,5.44,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.8199999999999998,-0.26
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,1326,54,4.07,5.04,3.41,2.56,4.45,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,-0.9699999999999998,0.6600000000000001
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,297,6,2.02,2.87,2.23,0.81,4.86,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,-0.8500000000000001,-0.20999999999999996
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2008-2010,422,13,3.08,3.8,2.57,1.37,4.4,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,-0.7199999999999998,0.5100000000000002
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,448,4,0.89,0.69,0.85,0.23,2.17,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.20000000000000007,0.040000000000000036
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2009-2011,367,8,2.18,2.6,2.53,1.09,4.99,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,-0.41999999999999993,-0.34999999999999964
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2008-2010,197,10,5.08,4.6,3.5,1.68,6.44,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,0.4800000000000004,1.58
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2014,313,0,0.0,0.35,0.0,0.0,2.47,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,-0.35,0.0
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2012,1647,19,1.15,1.07,1.08,0.65,1.69,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,0.07999999999999985,0.06999999999999984
598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2012,190,3,1.58,1.35,1.71,0.34,4.99,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,0.22999999999999998,-0.1299999999999999
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,All PCI,2013,412,2,0.49,1.52,0.37,0.04,1.32,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-1.03,0.12
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2009-2011,233,9,3.86,3.25,3.59,1.64,6.81,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,0.6099999999999999,0.27
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2013,700,2,0.29,0.54,0.39,0.04,1.41,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.25000000000000006,-0.10000000000000003
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,All PCI,2012,128,1,0.78,1.39,0.56,0.01,3.14,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.6099999999999999,0.21999999999999997
58,UHS - Wilson Med Ctr,Central NY,Central NY,Non-Emergency PCI,2011,560,5,0.89,0.67,0.87,0.28,2.04,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.21999999999999997,0.020000000000000018
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2011-2013,932,34,3.65,3.47,3.63,2.51,5.07,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,0.17999999999999972,0.020000000000000018
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2011,663,7,1.06,1.08,0.95,0.38,1.96,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.020000000000000018,0.1100000000000001
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2011-2013,173,3,1.73,2.68,1.82,0.37,5.32,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.9500000000000002,-0.09000000000000008
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,488,20,4.1,3.07,4.03,2.46,6.22,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,1.0299999999999998,0.0699999999999994
1,Albany Med. Ctr,Capital District,Capital District,CABG,2017,220,5,2.27,1.67,2.16,0.7,5.03,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.6000000000000001,0.10999999999999988
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,CABG,2017,55,1,1.82,1.68,1.72,0.02,9.55,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.14000000000000012,0.10000000000000009
746,Bassett Medical Center,Capital District,Capital District,CABG,2017,80,2,2.5,2.18,1.82,0.2,6.57,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.31999999999999984,0.6799999999999999
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,CABG,2017,170,1,0.59,1.04,0.89,0.01,4.97,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.45000000000000007,-0.30000000000000004
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,CABG,2017,441,7,1.59,1.52,1.66,0.66,3.41,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.07000000000000006,-0.06999999999999984
829,Ellis Hospital,Capital District,Capital District,CABG,2017,195,8,4.1,1.41,4.61,1.98,9.08,Rate significantly higher than Statewide Rate,2017,2017,2017,Rate significantly higher than Statewide Rate,False,False,False,2.6899999999999995,-0.5100000000000007
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2017,76,2,2.63,1.28,3.26,0.37,11.76,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,1.3499999999999999,-0.6299999999999999
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,CABG,2017,228,2,0.88,2.21,0.63,0.07,2.27,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-1.33,0.25
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2017,339,1,0.29,1.3,0.36,0.0,2.0,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-1.01,-0.07
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,CABG,2017,201,3,1.49,1.65,1.44,0.29,4.19,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.15999999999999992,0.050000000000000044
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,CABG,2017,345,6,1.74,1.76,1.56,0.57,3.4,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.020000000000000018,0.17999999999999994
1169,Montefiore - Moses,Bronx,NY Metro - NYC,CABG,2017,191,2,1.05,1.32,1.26,0.14,4.55,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.27,-0.20999999999999996
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,CABG,2017,181,6,3.31,1.09,4.83,1.76,10.52,Rate significantly higher than Statewide Rate,2017,2017,2017,Rate significantly higher than Statewide Rate,False,False,False,2.2199999999999998,-1.52
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,CABG,2017,10,0,0.0,3.41,0.0,0.0,17.03,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-3.41,0.0
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,CABG,2017,361,3,0.83,1.21,1.09,0.22,3.19,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.38,-0.2600000000000001
1469,Mount Sinai Morningside,Manhattan,NY Metro - NYC,CABG,2017,262,4,1.53,1.35,1.79,0.48,4.59,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.17999999999999994,-0.26
746,Bassett Medical Center,Capital District,Capital District,Emergency PCI,2015-2017,320,8,2.5,2.91,2.56,1.1,5.04,Rate not different than Statewide Rate,2015,2017,2016,Rate not different than Statewide Rate,False,False,True,-0.41000000000000014,-0.06000000000000005
